hash,content,template,keywords
ae846ec3b27812ca1625c3d6bba328b1e0a3b7fcb030b5249e1c324e9c139892,"[ <*>.<*>] pci <*>:<*>:0f.<*>: vgaarb: VGA device added: decodes=io+mem,owns=io+mem,locks=none",sepses:LogLine_98eef31e,VGA device add
95a76ce8b852b01b022fabc05ddc4e691c6baa4a68e1e74e0d4a21c6219abf7c,[ <*>.<*>] pci <*>:<*>:0f.<*>: vgaarb: bridge control possible,sepses:LogLine_6de95a49,bridge control possible
9de35fbcc0b9927cbf60794a2d486b3a87a2e54388b16db323243337241b467d,[ <*>.<*>] EDAC <*> Ver: <*>.<*>.<*>,sepses:LogLine_473c0075,
76cb33bb16717845843c1c3ddb07d8393e4226439064cbb5f807b8a37c51fdd2,[ <*>.<*>] NetLabel: protocols = UNLABELED CIPSOv4 CALIPSO,sepses:LogLine_e79f8145,protocol unlabeled cipsov4 CALIPSO
606be8431dd967af7d75ba7155cd7697a3796e81022efddd5fda60ae7f11833a,[ <*>.<*>] pci <*>:<*>:0f.<*>: Video device with shadowed ROM at [mem 0x000c0000-0x000dffff],sepses:LogLine_28c67659,Video device|shadowed rom|mem 0x000c0000-0x000dffff
2629accf42675f0382ed71623b725fa98045914b4426468033e5178c0bf6e4d3,[ <*>.<*>] workingset: timestamp_bits=<*> max_order=<*> bucket_order=<*>,sepses:LogLine_f1c1ebff,
128bccfed5922434b48a18ac564076b5d82613c1d69f78814d184d59439d5d89,[ <*>.<*>] pcieport <*>:<*>:<*>.<*>: Signaling PME with IRQ <*>,sepses:LogLine_ead743cb,signaling pme
826c02c205abee5beceb59629c6b5978616d628679bfce412e9e793d9014d24f,[ <*>.<*>] intel_idle: Please enable MWAIT in BIOS SETUP,sepses:LogLine_4b4d22f6,intel _ idle|please enable MWAIT|BIOS SETUP
39f32986215e7b330de93cafbfc1687702f8fc381593c4af6c3f83fc60e55a27,[ <*>.<*>] Segment Routing with IPv<*>,sepses:LogLine_26c4f486,Segment route
745933be8a3decb54730c5077d6c6984207e84719fc6a066821445e72a78597f,[ <*>.<*>] mce: Using <*> MCE banks,sepses:LogLine_48176c35,MCE bank
12e4d38a1d6e9a01da1fa6376d26657be80ab274ec686800ab3be22cd0d5e2e9,[ <*>.<*>] RAS: Correctable Errors collector initialized.,sepses:LogLine_329258f5,correctable error collector initialize
ffccdfb1822d60dadfcb9c427f9263efe39d40808694948ebe790db035855417,"[ <*>.<*>] sched_clock: Marking stable (<*>, <*>)->(<*>, <*>)",sepses:LogLine_fac40153,mark stable
98f14dc81dbe1dcdd6d2b2021ccc72d6dcbdc09d26ae702ece871c97903185e2,"[ <*>.<*>] ima: No TPM chip found, activating TPM-bypass! (rc=<*>)",sepses:LogLine_5826d90e,tpm chip find|activate tpm-bypass
0739c173a8fde5ca2777e56f575876863709ff5b51101e6408e394f878b8cbfc,[ <*>.<*>] Freeing unused kernel image memory: <*>,sepses:LogLine_8cde047a,free unused kernel image memory
edef71bdbd6fe0a60be6e774675fb84e5d8f62af057cd41a3bb8472fb9f6e557,"[ <*>.<*>] x86/mm: Checked W+X mappings: passed, no W+X pages found.",sepses:LogLine_0456e59a,check w+x mapping|W+X page find
08da4f037086c3d9f1904d775b26ebf0f1759ff236ba277682435bb19abae4a0,[ <*>.<*>] x86/mm: Checking user space page tables,sepses:LogLine_03c80a6b,check user space page table
c216bcbdfae50825e8741de78ead54940f3afc71aeb5f1988eb8171f9ed86133,[ <*>.<*>] tsc: Refined TSC clocksource calibration: <*>.<*> MHz,sepses:LogLine_18bc9693,refine tsc clocksource calibration
123e4eae78b7922786f1dcaff016354c81c4fb710dff76af59261bdffcd52206,[ <*>.<*>] random: <*> uninitialized urandom read (<*> bytes read),sepses:LogLine_1a9dfbad,uninitialized urandom read|byte read
9570783add9a3bd06ef53eb548cd9bdfe72eb4a09ca2b6a4350df1269d2f2a70,[ <*>.<*>] random: crng init done,sepses:LogLine_4213e9fc,crng init do
ba3d7b54792d73ff3bdb7a6017d4923516b3c32cb325ee24ae60959c9fdb6a38,[ <*>.<*>] random: <*> urandom warning(s) missed due to ratelimiting,sepses:LogLine_e97f040c,urandom warning|miss due
30fa385edf9870f5c9b87a791bfb3462b5b70876bb62afe54394c9a88e10bc23,"[ <*>.<*>] RAPL PMU: API unit is <*>^<*> Joules, <*> fixed counters, <*> ms ovfl timer",sepses:LogLine_19e86264,rapl pmu|API unit be|fix counter|ms ovfl timer
f980d2759d931cef6c97d1f8f71906475d88e2621b4387d969c7e6627cc66fd2,[ <*>.<*>] RAPL PMU: hw unit of domain <*> <*>^<*> Joules,sepses:LogLine_45b03d6d,rapl pmu|hw unit
2aaf4e7390610ba63b70c0159f8fffbcba86a178f910680455ce3e75e43921d2,[ <*>.<*>] EDAC sbridge: Seeking for: PCI ID <*>:3ca<*>,sepses:LogLine_06926213,edac sbridge|pci id
4a8a8831b549053f5c400cf893fc1afd0c55c31dd77dd5595c9c3a4da7c1d639,[ <*>.<*>] nf_conntrack: default automatic helper assignment has been turned off for security reasons and CT-based firewall rule not found. Use the iptables CT target to attach helpers instead.,sepses:LogLine_12dda522,nf _ conntrack|default automatic helper assignment have be turn|security reason|ct-based firewall rule|iptable CT target|attach helper
d3c00ccf33cd8caaefab9b58c42395ed5725b859175eee7384c9340ca2427657,[ <*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x02 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 CWR ECE SYN URGP=<*>,sepses:LogLine_75d8c06a,UFW BLOCK|df cwr ece syn
292747beff8881c331f43ae969f5523c866cae3dd4e8ec67cebcea70d3ea00ad,[ <*>.<*>] [UFW BLOCK] IN=ens160 OUT= MAC=<*>:<*>:<*>:<*>:ef:d6:ec:bd:1d:<*>:<*>:d4:<*>:<*> SRC=<*> DST=<*> LEN=<*> TOS=0x00 PREC=0x00 TTL=<*> ID=<*> DF PROTO=TCP SPT=<*> DPT=<*> WINDOW=<*> RES=0x00 SYN URGP=<*>,sepses:LogLine_110787f8,UFW BLOCK|df syn
a7d7bc996f32200228150cfd7bd7d63f176b18da9d2652cd0e472b16b56d7020,[<*>.<*>] systemd: <*> output lines suppressed due to ratelimiting,sepses:LogLine_31786e27,output line suppress due
bce3736a7702c243ff640207def3702968b05fdfc5ef817d522fcca438b41a3e,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> <*> <*> <*>,sepses:LogLine_2042590f,
2f1a841dfa67c3478060577893503b8369a7c2b56b83943745153500887f7e98,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): pid=<*> uid=<*> <*> <*> <*> <*> <*> <*>,sepses:LogLine_ff85adb6,
196c18427ffdc225b02e01aa412e1e3320985d4731966381ce7a9cf277e6e794,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): table=filter family=<*> entries=<*>,sepses:LogLine_c752e6c7,
57f3118c1ec12f9ea9f6b7e323ba77bb88b4479466675238ff94a06b402b1f0c,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): arch=c000003e syscall=<*> success=yes exit=<*> a0=<*> a1=<*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> comm=""iptables"" exe=""/sbin/xtables-multi"" key=(null)",sepses:LogLine_4ab79677,
9bed50ded4f5fcb23e047dca28151193137978eece48ae4f45f0d56d546a4599,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): <*>,sepses:LogLine_c91504ad,
3ce8a1bdbdc9c4c8bf230d7603ea16cfcd123098a7f4cd9476f1cf8e9d66baf7,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): audit_enabled=<*> old=<*> auid=<*> ses=<*> res=<*>,sepses:LogLine_d5ea42ee,
ceebd7f27b86fe7012e907d01519dd1209bc286bf0297dcc3389e76b398f8d3e,[<*>.<*>] kauditd_printk_skb: <*> callbacks suppressed,sepses:LogLine_b79db228,callback suppress
0af2e18b1d5a796338bd0c069f33b656e1a2d022396f01c255ecaecbb69f1b9b,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): auid=<*> uid=<*> gid=<*> ses=<*> pid=<*> <*> exe=""/var/lib/kibana/headless_shell-linux/headless_shell"" sig=<*> arch=c000003e syscall=<*> compat=<*> <*> code=0x<*>",sepses:LogLine_0f111e0a,
2dbcca39d0370f0bb8cf114a4a8ca2dc4a1fe9282ecfe5257ef0b514ae021253,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): pid=<*> uid=<*> auid=<*> ses=<*> msg='op=adding group to <*> id=<*> exe=""/usr/sbin/groupadd"" hostname=fajar-server addr=? terminal=pts/<*> res=success'",sepses:LogLine_300db269,
e1d397aaaf15ab2e89a0ff6ebbdf6a654960dc276005373e861ec13893b3b617,[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> hostname=fajar-server addr=? terminal=pts/<*> res=success',sepses:LogLine_576a5ca4,
65238088f01024c9ac01e968d1182a8c07daf640db2b08a1b5f2e8038e8f6c40,"[<*>.<*>] audit: type=<*> audit(<*>.<*>:<*>): pid=<*> uid=<*> auid=<*> ses=<*> msg='op=change max age id=<*> exe=""/usr/bin/chage"" hostname=fajar-server addr=? terminal=pts/<*> res=success'",sepses:LogLine_c17746da,max age
